order_id,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend,order_date,year,month,day_name
25151,22,طواجن,طاجن بامية,130.08,2,0,260.15,الإسكندرية,Wallet,Takeaway,164324,3,0,2025-03-17,2025,3,Monday
327468,20,مشويات,كباب,170.51,3,0,511.52,القاهرة,Cash,Dine-in,151896,4,0,2025-10-23,2025,10,Thursday
662136,23,طواجن,طاجن فراخ,120.66,3,0,361.97,الجيزة,Cash,Takeaway,70376,3,0,2020-05-04,2020,5,Monday
945686,13,مشروبات,عصير مانجو,24.43,5,0.1,109.92,القاهرة,Card,Takeaway,139225,4,1,2022-10-08,2022,10,Saturday
945030,17,مشويات,كفتة,137.38,2,0,274.76,الإسكندرية,Wallet,Dine-in,33735,4,1,2023-05-19,2023,5,Friday
688400,11,مشروبات,عصير مانجو,17.79,5,0.1,80.04,القاهرة,Wallet,Takeaway,95693,4,1,2022-04-22,2022,4,Friday
1077991,23,محاشي,محشي ورق عنب,86.37,3,0,259.11,القاهرة,Cash,Delivery,75173,4,1,2025-05-18,2025,5,Sunday
1346262,18,محاشي,محشي باذنجان,101.78,3,0,305.35,الإسكندرية,Card,Delivery,97791,4,0,2021-05-17,2021,5,Monday
68864,20,محاشي,محشي باذنجان,62.92,4,0.1,226.51,الجيزة,Cash,Takeaway,66501,4,1,2020-10-31,2020,10,Saturday
1210774,14,مشويات,كفتة,144.12,3,0,432.37,القاهرة,Cash,Delivery,74937,4,0,2021-12-01,2021,12,Wednesday
927385,10,مشويات,كباب,154.67,3,0,464,الإسكندرية,Card,Dine-in,86302,4,1,2022-11-26,2022,11,Saturday
604318,13,محاشي,محشي ورق عنب,85.1,5,0.1,382.93,القاهرة,Cash,Delivery,64742,3,0,2024-10-10,2024,10,Thursday
48375,23,مقبلات,طحينة,31.27,2,0,62.53,الجيزة,Card,Delivery,132620,4,0,2024-08-15,2024,8,Thursday
71854,23,مقبلات,طحينة,54.08,2,0,108.17,أسيوط,Wallet,Delivery,68450,3,0,2025-09-29,2025,9,Monday
1329384,17,طواجن,طاجن بامية,123.38,1,0,123.38,طنطا,Card,Delivery,59770,3,0,2021-09-27,2021,9,Monday
210651,13,مقبلات,طحينة,64.47,4,0.1,232.09,المنصورة,Cash,Delivery,143882,3,0,2023-02-06,2023,2,Monday
989131,16,مشويات,كفتة,112.21,4,0.1,403.95,القاهرة,Cash,Takeaway,162721,4,0,2022-04-21,2022,4,Thursday
259450,17,طواجن,طاجن ملوخية,124.4,2,0,248.81,الإسكندرية,Card,Takeaway,130644,4,0,2023-05-01,2023,5,Monday
1149605,22,مقبلات,طحينة,37.79,3,0,113.37,طنطا,Card,Dine-in,4911,3,1,2025-10-24,2025,10,Friday
413069,14,مشروبات,عصير مانجو,50.84,2,0,101.68,الإسكندرية,Cash,Dine-in,39676,4,0,2023-03-02,2023,3,Thursday
2104209,23,مقبلات,طحينة,60.26,4,0.1,216.94,الجيزة,Cash,Takeaway,64492,4,1,2022-04-08,2022,4,Friday
193066,19,مشروبات,شاي,28.91,4,0.1,104.08,القاهرة,Cash,Dine-in,57686,4,0,2020-08-24,2020,8,Monday
824689,15,مشروبات,عصير قصب,24.49,4,0.1,88.17,الإسكندرية,Card,Delivery,35172,5,1,2023-03-18,2023,3,Saturday
646466,14,مشويات,كباب,131.18,3,0,393.55,القاهرة,Cash,Delivery,172997,4,1,2022-01-22,2022,1,Saturday
39766,10,محاشي,محشي باذنجان,96.71,5,0.1,435.19,الجيزة,Wallet,Takeaway,180728,4,1,2021-04-17,2021,4,Saturday
437410,17,مقبلات,طحينة,59.77,2,0,119.54,الجيزة,Card,Takeaway,13895,3,1,2022-01-15,2022,1,Saturday
91358,12,طواجن,طاجن فراخ,116.89,2,0,233.78,الجيزة,Cash,Dine-in,182559,3,1,2024-06-09,2024,6,Sunday
1716352,12,مشويات,كباب,159.85,1,0,159.85,الجيزة,Card,Delivery,21534,3,0,2021-10-11,2021,10,Monday
337054,18,مشويات,كفتة,147.3,4,0.1,530.28,القاهرة,Cash,Dine-in,169240,4,0,2024-06-12,2024,6,Wednesday
74810,21,مقبلات,طحينة,62.27,2,0,124.55,الإسكندرية,Wallet,Takeaway,75601,4,0,2024-11-04,2024,11,Monday
1551152,12,محاشي,محشي كوسة,54.06,2,0,108.13,المنصورة,Cash,Dine-in,41286,3,0,2025-12-23,2025,12,Tuesday
48424,12,مشروبات,عصير قصب,41.83,4,0.1,150.57,الإسكندرية,Card,Takeaway,97482,4,1,2025-07-18,2025,7,Friday
76441,22,مشويات,كباب,141.82,2,0,283.63,القاهرة,Wallet,Delivery,123191,4,0,2023-02-02,2023,2,Thursday
1770573,22,مشويات,كباب,158.18,3,0,474.54,الجيزة,Cash,Takeaway,157416,4,1,2020-09-19,2020,9,Saturday
345503,17,مشروبات,عصير مانجو,36.01,3,0,108.03,الإسكندرية,Cash,Dine-in,14576,3,1,2021-03-14,2021,3,Sunday
1858201,22,مقبلات,بابا غنوج,69.18,4,0.1,249.04,القاهرة,Cash,Dine-in,132919,4,1,2024-10-25,2024,10,Friday
818049,22,مشويات,كباب,178.26,3,0,534.77,القاهرة,Card,Dine-in,171311,4,0,2021-06-28,2021,6,Monday
127046,17,طواجن,طاجن بامية,124.96,5,0.1,562.3,طنطا,Cash,Dine-in,29571,4,1,2023-06-24,2023,6,Saturday
1263564,22,مشويات,كباب,158.72,3,0,476.17,طنطا,Wallet,Takeaway,192984,3,1,2025-06-27,2025,6,Friday
676079,13,مقبلات,طحينة,61.13,3,0,183.39,القاهرة,Cash,Delivery,108227,4,1,2024-10-13,2024,10,Sunday
632416,23,طواجن,طاجن ملوخية,109.42,2,0,218.84,القاهرة,Cash,Takeaway,86201,5,0,2025-10-13,2025,10,Monday
447339,19,محاشي,محشي باذنجان,46.66,3,0,139.98,القاهرة,Cash,Dine-in,93525,4,0,2022-10-26,2022,10,Wednesday
1045093,20,محاشي,محشي ورق عنب,86.43,3,0,259.28,الجيزة,Card,Dine-in,163891,3,1,2021-04-09,2021,4,Friday
1162654,23,مشويات,شيش طاووق,172.4,4,0.1,620.65,الجيزة,Cash,Delivery,161496,3,0,2022-02-09,2022,2,Wednesday
423101,21,مقبلات,طحينة,40.21,3,0,120.62,القاهرة,Card,Delivery,154625,4,1,2023-12-22,2023,12,Friday
1219223,13,مشروبات,عصير قصب,32.05,3,0,96.15,أسيوط,Wallet,Takeaway,99795,3,0,2025-08-20,2025,8,Wednesday
1903597,17,مقبلات,طحينة,52.41,2,0,104.83,الجيزة,Card,Delivery,66307,3,0,2024-03-06,2024,3,Wednesday
833298,21,مشروبات,عصير قصب,23.52,7,0.1,148.16,الجيزة,Cash,Delivery,28665,3,0,2021-08-17,2021,8,Tuesday
93255,12,طواجن,طاجن بامية,108.79,2,0,217.59,المنصورة,Cash,Dine-in,98347,3,1,2025-08-16,2025,8,Saturday
1658924,22,محاشي,محشي باذنجان,78.4,2,0,156.79,الجيزة,Cash,Takeaway,37897,5,0,2023-09-12,2023,9,Tuesday
323340,21,مشويات,كفتة,130.45,4,0.1,469.64,المنصورة,Cash,Delivery,190489,4,1,2025-06-01,2025,6,Sunday
40503,22,محاشي,محشي كوسة,96.6,4,0.1,347.75,القاهرة,Cash,Takeaway,40664,4,0,2022-07-07,2022,7,Thursday
294991,20,مشويات,كفتة,173.46,4,0.1,624.44,الإسكندرية,Wallet,Delivery,136348,3,1,2022-11-04,2022,11,Friday
1230669,14,محاشي,محشي باذنجان,113.02,3,0,339.07,المنصورة,Cash,Delivery,103536,4,0,2022-08-16,2022,8,Tuesday
149827,20,طواجن,طاجن فراخ,106.76,4,0.1,384.33,القاهرة,Cash,Takeaway,152490,3,1,2025-01-26,2025,1,Sunday
1520858,21,محاشي,محشي باذنجان,82.01,3,0,246.02,أسيوط,Cash,Delivery,29753,4,0,2021-07-21,2021,7,Wednesday
307675,21,مشروبات,عصير مانجو,48.43,5,0.1,217.93,الجيزة,Cash,Dine-in,24543,3,0,2023-02-08,2023,2,Wednesday
1473265,17,مشويات,كباب,151.2,1,0,151.2,الإسكندرية,Cash,Dine-in,7576,5,0,2022-06-07,2022,6,Tuesday
969649,18,مقبلات,طحينة,21.62,1,0,21.62,القاهرة,Card,Takeaway,104429,4,0,2021-07-21,2021,7,Wednesday
1201631,11,مشويات,كباب,132.5,2,0,265.01,الجيزة,Cash,Delivery,34935,4,1,2025-05-23,2025,5,Friday
187000,20,طواجن,طاجن ملوخية,101.48,3,0,304.43,الجيزة,Wallet,Dine-in,89809,4,0,2022-02-24,2022,2,Thursday
405782,18,محاشي,محشي باذنجان,78.54,1,0,78.54,الإسكندرية,Wallet,Takeaway,48540,3,0,2024-11-26,2024,11,Tuesday
194629,17,مشروبات,شاي,53.08,7,0.1,334.38,القاهرة,Card,Delivery,175902,5,0,2024-05-29,2024,5,Wednesday
4552,23,مشويات,كباب,173.2,3,0,519.61,المنصورة,Card,Dine-in,195776,4,1,2023-11-24,2023,11,Friday
424811,21,محاشي,محشي باذنجان,56.74,3,0,170.23,الجيزة,Card,Delivery,41141,3,0,2025-05-19,2025,5,Monday
719307,12,مشويات,شيش طاووق,151.35,3,0,454.06,القاهرة,Cash,Takeaway,112769,3,0,2022-09-19,2022,9,Monday
538360,17,طواجن,طاجن فراخ,104.14,3,0,312.43,القاهرة,Wallet,Takeaway,164026,3,1,2020-03-15,2020,3,Sunday
304702,11,محاشي,محشي باذنجان,97.76,5,0.1,439.93,الجيزة,Cash,Dine-in,54463,4,1,2021-10-17,2021,10,Sunday
330989,23,مشويات,كباب,138.18,3,0,414.54,المنصورة,Cash,Delivery,20260,5,1,2021-05-15,2021,5,Saturday
422238,17,محاشي,محشي كوسة,76.11,1,0,76.11,القاهرة,Card,Takeaway,30348,4,0,2023-12-12,2023,12,Tuesday
616544,14,مشروبات,عصير مانجو,22.35,3,0,67.06,المنصورة,Cash,Dine-in,169426,4,0,2021-12-29,2021,12,Wednesday
1070376,10,مشروبات,عصير قصب,52.24,4,0.1,188.07,القاهرة,Card,Takeaway,538,4,0,2025-06-30,2025,6,Monday
1846290,21,مقبلات,بابا غنوج,35.28,3,0,105.84,القاهرة,Cash,Delivery,56783,4,1,2024-10-04,2024,10,Friday
720147,18,مشويات,كباب,170.83,3,0,512.48,المنصورة,Card,Takeaway,96765,3,0,2024-05-02,2024,5,Thursday
1385765,13,محاشي,محشي كوسة,67.07,3,0,201.2,الجيزة,Cash,Dine-in,185325,4,1,2023-02-26,2023,2,Sunday
55407,16,مقبلات,سلطة بلدي,34.66,5,0.1,155.96,طنطا,Cash,Dine-in,15496,3,1,2021-09-05,2021,9,Sunday
574961,18,مقبلات,طحينة,7.28,4,0.1,26.22,القاهرة,Card,Takeaway,71054,3,1,2022-05-07,2022,5,Saturday
333756,19,طواجن,طاجن ملوخية,123.62,2,0,247.25,الإسكندرية,Card,Dine-in,75261,4,0,2022-01-31,2022,1,Monday
707161,13,محاشي,محشي ورق عنب,84.21,6,0.1,454.71,الجيزة,Cash,Dine-in,129486,4,1,2021-11-20,2021,11,Saturday
126052,22,طواجن,طاجن فراخ,125.87,4,0.1,453.13,الإسكندرية,Cash,Takeaway,24229,4,1,2025-06-27,2025,6,Friday
103481,16,مشويات,كباب,145.2,3,0,435.59,القاهرة,Wallet,Delivery,10759,4,1,2024-04-12,2024,4,Friday
367032,22,محاشي,محشي باذنجان,79.28,3,0,237.83,الإسكندرية,Cash,Takeaway,10472,4,1,2021-01-22,2021,1,Friday
1957465,15,طواجن,طاجن بامية,102.5,4,0.1,369.01,القاهرة,Cash,Delivery,46296,3,1,2023-07-16,2023,7,Sunday
1178081,21,مشروبات,عصير قصب,43.32,2,0,86.64,القاهرة,Wallet,Takeaway,42916,4,0,2021-09-07,2021,9,Tuesday
2378294,13,محاشي,محشي باذنجان,61.35,8,0.1,441.71,الجيزة,Cash,Delivery,6802,3,1,2023-07-16,2023,7,Sunday
403778,19,مشويات,كباب,142.89,2,0,285.78,الإسكندرية,Cash,Dine-in,20653,3,0,2020-12-16,2020,12,Wednesday
442863,20,مشروبات,عصير مانجو,30.81,4,0.1,110.93,المنصورة,Card,Dine-in,175916,3,0,2020-09-22,2020,9,Tuesday
66287,15,مشروبات,عصير مانجو,32.61,4,0.1,117.39,أسيوط,Cash,Takeaway,112457,3,0,2024-04-11,2024,4,Thursday
1946132,16,مقبلات,طحينة,28.96,2,0,57.93,الجيزة,Cash,Takeaway,66935,4,0,2021-05-12,2021,5,Wednesday
95312,10,محاشي,محشي باذنجان,92.26,1,0,92.26,أسيوط,Card,Delivery,93624,4,0,2021-09-01,2021,9,Wednesday
1923846,18,مشويات,كباب,143.79,5,0.1,647.08,القاهرة,Card,Takeaway,34882,4,1,2023-06-03,2023,6,Saturday
568652,13,مشروبات,عصير مانجو,9.29,3,0,27.87,طنطا,Cash,Takeaway,28298,4,1,2020-10-02,2020,10,Friday
2058125,13,مقبلات,طحينة,32.77,4,0.1,117.96,القاهرة,Wallet,Takeaway,162849,5,0,2021-04-12,2021,4,Monday
14685,12,مشويات,كفتة,101.17,6,0.1,546.3,القاهرة,Cash,Takeaway,92862,4,1,2023-07-02,2023,7,Sunday
620030,21,مقبلات,بابا غنوج,65.91,4,0.1,237.28,الإسكندرية,Cash,Delivery,28502,4,1,2024-05-25,2024,5,Saturday
1783263,20,مشويات,كباب,177.94,3,0,533.83,القاهرة,Cash,Takeaway,122094,3,0,2025-05-08,2025,5,Thursday
318824,21,طواجن,طاجن بامية,130.77,2,0,261.53,المنصورة,Cash,Takeaway,117407,4,0,2020-12-14,2020,12,Monday
900887,23,مشروبات,عصير مانجو,35.68,5,0.1,160.56,القاهرة,Cash,Delivery,178166,4,1,2020-02-15,2020,2,Saturday
1381516,11,مشروبات,عصير مانجو,30.57,3,0,91.71,أسيوط,Card,Dine-in,38755,3,1,2025-06-22,2025,6,Sunday
1044223,15,مقبلات,بابا غنوج,51.9,2,0,103.81,القاهرة,Cash,Delivery,2586,4,0,2021-11-01,2021,11,Monday
1406432,19,مشويات,شيش طاووق,138.88,8,0.1,999.94,القاهرة,Card,Takeaway,156952,4,0,2024-04-17,2024,4,Wednesday
2101662,22,مقبلات,طحينة,49.21,2,0,98.41,طنطا,Card,Takeaway,137673,2,0,2025-06-05,2025,6,Thursday
854354,12,محاشي,محشي ورق عنب,60.26,2,0,120.53,المنصورة,Wallet,Dine-in,176372,3,1,2022-11-20,2022,11,Sunday
220223,15,مشويات,كباب,153.57,3,0,460.71,طنطا,Wallet,Delivery,44348,3,1,2020-05-30,2020,5,Saturday
1638804,12,محاشي,محشي ورق عنب,102.75,2,0,205.49,الجيزة,Card,Dine-in,175791,3,1,2023-10-07,2023,10,Saturday
1692893,15,محاشي,محشي كوسة,93.19,4,0.1,335.47,المنصورة,Card,Dine-in,135684,4,0,2021-08-26,2021,8,Thursday
752574,18,مقبلات,سلطة بلدي,58.08,4,0.1,209.09,الإسكندرية,Wallet,Dine-in,138325,4,0,2025-11-11,2025,11,Tuesday
120924,15,طواجن,طاجن ملوخية,131.69,3,0,395.07,القاهرة,Cash,Dine-in,189282,4,0,2021-03-04,2021,3,Thursday
1975650,23,مشويات,شيش طاووق,162.03,7,0.1,1020.78,القاهرة,Cash,Takeaway,148311,4,0,2021-05-25,2021,5,Tuesday
1215367,14,محاشي,محشي كوسة,60.12,3,0,180.36,المنصورة,Cash,Delivery,11096,4,0,2021-11-17,2021,11,Wednesday
1908485,10,مشويات,كباب,165.27,1,0,165.27,المنصورة,Cash,Takeaway,69897,4,0,2025-08-18,2025,8,Monday
675111,16,مشروبات,عصير قصب,9.12,4,0.1,32.84,المنصورة,Wallet,Dine-in,158661,3,1,2023-12-16,2023,12,Saturday
276184,13,مشويات,شيش طاووق,154.27,5,0.1,694.2,المنصورة,Cash,Takeaway,56177,4,0,2025-07-21,2025,7,Monday
926325,13,مشويات,شيش طاووق,136.99,5,0.1,616.45,الإسكندرية,Cash,Takeaway,150054,4,1,2025-03-09,2025,3,Sunday
1547121,11,مشويات,كباب,153.77,2,0,307.54,الجيزة,Wallet,Delivery,180401,4,1,2021-06-27,2021,6,Sunday
18241,17,طواجن,طاجن بامية,123.53,2,0,247.05,المنصورة,Wallet,Delivery,164932,4,1,2021-07-03,2021,7,Saturday
651061,10,مقبلات,سلطة بلدي,67.54,4,0.1,243.16,المنصورة,Cash,Takeaway,142768,2,0,2021-09-28,2021,9,Tuesday
849619,10,طواجن,طاجن ملوخية,147.03,4,0.1,529.29,الإسكندرية,Cash,Dine-in,107389,4,0,2024-03-13,2024,3,Wednesday
149273,20,مقبلات,طحينة,49.77,2,0,99.53,المنصورة,Cash,Dine-in,41192,4,0,2021-07-01,2021,7,Thursday
854006,10,طواجن,طاجن ملوخية,139.82,2,0,279.64,الإسكندرية,Cash,Takeaway,55794,4,0,2020-05-18,2020,5,Monday
744628,19,محاشي,محشي كوسة,85.37,2,0,170.73,القاهرة,Cash,Delivery,143287,4,0,2024-03-06,2024,3,Wednesday
42518,17,مشويات,كباب,161.01,2,0,322.02,المنصورة,Wallet,Dine-in,182966,4,1,2025-04-18,2025,4,Friday
998385,21,محاشي,محشي كوسة,88.32,3,0,264.97,الجيزة,Card,Dine-in,65953,3,1,2022-12-04,2022,12,Sunday
270368,14,مشروبات,عصير مانجو,16.41,3,0,49.22,أسيوط,Card,Takeaway,165057,4,0,2020-08-20,2020,8,Thursday
114769,22,مقبلات,سلطة بلدي,37.07,2,0,74.13,طنطا,Card,Takeaway,121552,3,0,2025-02-19,2025,2,Wednesday
179915,11,طواجن,طاجن ملوخية,97.89,3,0,293.67,القاهرة,Wallet,Dine-in,3375,5,0,2025-12-17,2025,12,Wednesday
1597925,22,مشروبات,عصير مانجو,0.13,4,0.1,0.47,القاهرة,Cash,Delivery,100756,4,1,2024-11-01,2024,11,Friday
1846337,16,مشويات,كفتة,144.79,2,0,289.58,الإسكندرية,Cash,Dine-in,14197,4,0,2020-08-03,2020,8,Monday
571018,14,مشروبات,عصير قصب,27.35,4,0.1,98.47,المنصورة,Card,Delivery,101773,4,0,2023-08-09,2023,8,Wednesday
188980,11,محاشي,محشي كوسة,87.88,2,0,175.77,المنصورة,Cash,Delivery,129960,3,1,2025-10-19,2025,10,Sunday
1341626,14,طواجن,طاجن ملوخية,101.35,3,0,304.06,الجيزة,Card,Dine-in,103853,4,1,2023-10-22,2023,10,Sunday
166487,15,محاشي,محشي كوسة,62.71,5,0.1,282.18,القاهرة,Card,Dine-in,168316,4,1,2023-07-09,2023,7,Sunday
601229,15,مقبلات,طحينة,87.19,3,0,261.56,الإسكندرية,Cash,Takeaway,125994,4,0,2023-03-27,2023,3,Monday
619679,23,مشويات,كباب,147.8,3,0,443.39,الإسكندرية,Card,Takeaway,75260,4,0,2020-06-17,2020,6,Wednesday
1368614,13,مشويات,شيش طاووق,143.17,3,0,429.5,الإسكندرية,Card,Delivery,185682,3,1,2023-06-11,2023,6,Sunday
101329,18,محاشي,محشي كوسة,73.62,2,0,147.24,الجيزة,Card,Takeaway,177696,4,0,2022-11-02,2022,11,Wednesday
1744387,16,مقبلات,طحينة,62.25,3,0,186.76,القاهرة,Card,Dine-in,165232,3,0,2023-07-24,2023,7,Monday
807669,23,مشويات,كفتة,126.07,3,0,378.22,الإسكندرية,Cash,Dine-in,2953,4,0,2020-12-14,2020,12,Monday
863616,12,مقبلات,بابا غنوج,43.28,2,0,86.56,الإسكندرية,Wallet,Dine-in,90156,4,1,2021-12-17,2021,12,Friday
564951,14,مشروبات,عصير مانجو,38.93,4,0.1,140.15,الإسكندرية,Cash,Dine-in,28620,4,1,2025-03-22,2025,3,Saturday
1598433,22,مشويات,شيش طاووق,157.18,3,0,471.53,المنصورة,Card,Takeaway,52809,2,0,2022-01-20,2022,1,Thursday
493047,12,مشويات,كفتة,143.9,2,0,287.8,الإسكندرية,Wallet,Delivery,89172,3,1,2024-03-23,2024,3,Saturday
797739,12,محاشي,محشي باذنجان,68.19,1,0,68.19,الجيزة,Wallet,Delivery,42391,4,0,2025-06-24,2025,6,Tuesday
718072,15,مقبلات,طحينة,60.97,9,0.1,493.84,القاهرة,Wallet,Takeaway,56587,4,1,2025-11-08,2025,11,Saturday
1394153,23,محاشي,محشي ورق عنب,91.01,3,0,273.04,الجيزة,Card,Dine-in,129483,3,1,2025-02-16,2025,2,Sunday
778538,13,طواجن,طاجن ملوخية,127.9,3,0,383.71,القاهرة,Cash,Delivery,117084,5,1,2025-06-28,2025,6,Saturday
266829,23,محاشي,محشي ورق عنب,86.25,3,0,258.75,الجيزة,Cash,Delivery,33513,3,0,2025-01-20,2025,1,Monday
1340364,15,مشروبات,شاي,-9.18,5,0.1,-41.3,القاهرة,Cash,Delivery,11597,4,1,2023-12-16,2023,12,Saturday
346947,15,طواجن,طاجن ملوخية,128.36,2,0,256.72,الإسكندرية,Card,Takeaway,36466,4,0,2025-10-16,2025,10,Thursday
1946099,21,مشويات,كباب,152.46,2,0,304.91,المنصورة,Cash,Takeaway,163493,3,0,2022-12-22,2022,12,Thursday
299587,11,طواجن,طاجن ملوخية,111.74,8,0.1,804.5,الجيزة,Cash,Delivery,59604,4,1,2021-12-25,2021,12,Saturday
633130,13,مقبلات,طحينة,45.61,5,0.1,205.25,القاهرة,Card,Delivery,122925,4,1,2022-07-15,2022,7,Friday
2340338,14,مشويات,كفتة,127.79,4,0.1,460.04,القاهرة,Cash,Takeaway,156183,3,1,2025-10-03,2025,10,Friday
893501,23,طواجن,طاجن فراخ,73.56,4,0.1,264.81,أسيوط,Cash,Delivery,93424,3,0,2024-05-20,2024,5,Monday
298947,12,مقبلات,طحينة,29.89,2,0,59.79,الإسكندرية,Cash,Dine-in,98461,4,1,2020-01-25,2020,1,Saturday
1683734,19,مشويات,شيش طاووق,147.23,3,0,441.69,الجيزة,Cash,Dine-in,187126,3,1,2022-07-22,2022,7,Friday
1423850,13,مشويات,كباب,145.62,3,0,436.87,القاهرة,Cash,Dine-in,115473,5,1,2023-12-15,2023,12,Friday
283754,13,محاشي,محشي كوسة,64.76,7,0.1,407.97,القاهرة,Card,Dine-in,196309,4,1,2023-08-13,2023,8,Sunday
972328,17,مشويات,شيش طاووق,154.95,1,0,154.95,القاهرة,Card,Dine-in,101488,4,0,2024-11-12,2024,11,Tuesday
177371,16,مشروبات,عصير مانجو,45.38,2,0,90.76,طنطا,Cash,Dine-in,196344,3,0,2025-03-18,2025,3,Tuesday
124161,18,مقبلات,طحينة,57.96,2,0,115.91,طنطا,Wallet,Delivery,71921,4,1,2021-09-03,2021,9,Friday
506156,17,مشروبات,عصير مانجو,40.35,1,0,40.35,الجيزة,Card,Dine-in,17634,4,0,2023-06-07,2023,6,Wednesday
301089,14,مشويات,كفتة,161.19,6,0.1,870.4,طنطا,Card,Delivery,71841,3,1,2021-05-09,2021,5,Sunday
2102255,11,مشروبات,عصير مانجو,39.67,2,0,79.33,الجيزة,Cash,Takeaway,12736,4,0,2025-10-09,2025,10,Thursday
94973,15,محاشي,محشي ورق عنب,98.22,3,0,294.66,الإسكندرية,Card,Dine-in,22407,3,1,2020-12-26,2020,12,Saturday
1493811,10,مشروبات,عصير مانجو,34.55,4,0.1,124.37,الإسكندرية,Cash,Dine-in,53287,4,0,2025-11-24,2025,11,Monday
688925,11,مشروبات,عصير قصب,34.34,1,0,34.34,القاهرة,Wallet,Delivery,127047,4,0,2025-08-06,2025,8,Wednesday
78060,15,محاشي,محشي ورق عنب,75.18,5,0.1,338.32,الجيزة,Cash,Delivery,182818,4,1,2021-01-01,2021,1,Friday
1669037,11,محاشي,محشي كوسة,73.81,1,0,73.81,طنطا,Card,Delivery,61062,4,0,2022-01-31,2022,1,Monday
312146,23,طواجن,طاجن ملوخية,130.9,4,0.1,471.23,الإسكندرية,Cash,Takeaway,158430,3,1,2025-01-26,2025,1,Sunday
702222,18,مشويات,شيش طاووق,138.94,2,0,277.87,المنصورة,Card,Takeaway,167316,3,1,2023-09-30,2023,9,Saturday
583162,16,محاشي,محشي كوسة,84.97,3,0,254.92,الإسكندرية,Cash,Takeaway,24746,3,1,2021-07-25,2021,7,Sunday
825076,13,مقبلات,طحينة,49.89,3,0,149.66,القاهرة,Card,Dine-in,95440,3,0,2024-11-04,2024,11,Monday
153869,10,مقبلات,طحينة,57.49,2,0,114.98,الجيزة,Cash,Dine-in,1112,3,1,2024-08-16,2024,8,Friday
636930,10,مشروبات,عصير مانجو,-0.32,2,0,-0.63,الإسكندرية,Cash,Delivery,46240,5,0,2020-06-03,2020,6,Wednesday
212111,13,طواجن,طاجن ملوخية,141.03,2,0,282.06,طنطا,Card,Takeaway,166511,3,0,2024-07-30,2024,7,Tuesday
1704268,21,محاشي,محشي ورق عنب,65.59,3,0,196.77,القاهرة,Cash,Delivery,46775,4,1,2022-01-15,2022,1,Saturday
61720,14,مشروبات,عصير مانجو,23.37,3,0,70.11,طنطا,Card,Dine-in,151578,3,1,2021-03-19,2021,3,Friday
311766,19,مشروبات,عصير مانجو,39.49,4,0.1,142.15,الإسكندرية,Card,Dine-in,48193,3,1,2023-02-18,2023,2,Saturday
18280,12,مشويات,كباب,162.37,3,0,487.11,الإسكندرية,Wallet,Dine-in,102798,4,0,2022-07-11,2022,7,Monday
421875,16,مشروبات,شاي,39.68,7,0.1,250.01,الجيزة,Card,Delivery,102399,3,1,2023-10-20,2023,10,Friday
1748455,13,محاشي,محشي ورق عنب,53.28,3,0,159.84,القاهرة,Cash,Delivery,56962,4,0,2023-10-16,2023,10,Monday
1152744,12,مقبلات,طحينة,52.83,2,0,105.67,القاهرة,Wallet,Takeaway,31078,3,1,2023-07-30,2023,7,Sunday
495402,18,مقبلات,بابا غنوج,52.07,3,0,156.2,القاهرة,Card,Delivery,117530,4,1,2025-04-04,2025,4,Friday
769131,23,مشروبات,عصير مانجو,16.12,2,0,32.24,الجيزة,Cash,Dine-in,36451,2,0,2024-06-13,2024,6,Thursday
1717303,21,مقبلات,طحينة,42.14,3,0,126.42,الإسكندرية,Card,Delivery,70584,4,1,2025-01-25,2025,1,Saturday
1337465,18,مقبلات,بابا غنوج,44.77,3,0,134.3,المنصورة,Card,Takeaway,106719,3,1,2022-02-19,2022,2,Saturday
865941,17,طواجن,طاجن فراخ,104.56,2,0,209.12,الإسكندرية,Cash,Takeaway,78336,4,1,2021-05-08,2021,5,Saturday
65537,12,مشويات,كفتة,142.19,1,0,142.19,طنطا,Cash,Dine-in,195673,4,0,2020-02-11,2020,2,Tuesday
1792647,10,محاشي,محشي كوسة,58.89,3,0,176.66,الجيزة,Card,Dine-in,34791,4,1,2020-03-13,2020,3,Friday
766909,20,طواجن,طاجن فراخ,109.54,5,0.1,492.92,الإسكندرية,Cash,Delivery,46483,4,1,2021-02-12,2021,2,Friday
116406,13,مقبلات,طحينة,63.2,4,0.1,227.53,طنطا,Wallet,Dine-in,13945,3,0,2020-04-07,2020,4,Tuesday
420418,22,مشروبات,شاي,45.83,8,0.1,329.94,القاهرة,Cash,Delivery,133329,4,0,2021-04-19,2021,4,Monday
338797,20,محاشي,محشي ورق عنب,68.93,3,0,206.79,طنطا,Cash,Delivery,23296,4,1,2024-10-19,2024,10,Saturday
1079309,17,مشروبات,عصير قصب,13.9,2,0,27.79,أسيوط,Wallet,Dine-in,104827,4,0,2021-07-15,2021,7,Thursday
632927,17,مشروبات,شاي,41.14,2,0,82.28,طنطا,Cash,Takeaway,174270,4,0,2024-05-08,2024,5,Wednesday
2480004,18,مشويات,كباب,153.25,5,0.1,689.61,الإسكندرية,Wallet,Dine-in,138308,3,0,2020-11-30,2020,11,Monday
713179,19,مشروبات,عصير مانجو,20.06,3,0,60.17,القاهرة,Cash,Delivery,151280,4,1,2025-05-24,2025,5,Saturday
